Game Turn, Player, Action, Tech, Score, Boost, Turns
5, 3, Tech, TECH_ARCHERY, 1339.4, GOAL, 18
5, 3, Tech, TECH_WRITING, 509.9, , 21
5, 3, Tech, TECH_MASONRY, 566.2, , 30
5, 3, Tech, TECH_BRONZE_WORKING, 561.4, , 30
5, 3, Tech, TECH_THE_WHEEL, 583.6, , 30
5, 3, Tech, TECH_CELESTIAL_NAVIGATION, 1419.8, , 57
5, 3, Tech, TECH_CURRENCY, 603.0, , 55
5, 3, Tech, TECH_HORSEBACK_RIDING, 957.8, , 52
5, 3, Tech, TECH_IRON_WORKING, 705.1, , 64
5, 3, Tech, TECH_SHIPBUILDING, 1167.2, , 65
5, 3, Tech, TECH_ENGINEERING, 609.1, , 86
5, 3, Tech Contract 112, TECH_ASTROLOGY, 307.0
5, 3, Tech Contract 113, TECH_POTTERY, 434.0
5, 4, Tech, TECH_POTTERY, 242.7, , 5
5, 4, Tech, TECH_ANIMAL_HUSBANDRY, 176.6, , 7
5, 4, Tech, TECH_MINING, 180.6, , 7
5, 4, Tech, TECH_SAILING, 416.4, BOOSTED, 9
5, 4, Tech, TECH_ASTROLOGY, 1385.5, RESEARCHING, 7
5, 4, Tech, TECH_IRRIGATION, 405.8, , 19
5, 4, Tech, TECH_ARCHERY, 465.4, , 21
5, 4, Tech, TECH_WRITING, 473.7, , 19
5, 4, Tech, TECH_MASONRY, 307.6, , 30
5, 4, Tech, TECH_BRONZE_WORKING, 424.2, , 30
5, 4, Tech, TECH_THE_WHEEL, 407.7, , 30
5, 4, Tech, TECH_CELESTIAL_NAVIGATION, 866.1, , 50
5, 4, Tech, TECH_CURRENCY, 544.5, , 53
5, 4, Tech, TECH_HORSEBACK_RIDING, 522.7, , 55
5, 4, Tech, TECH_IRON_WORKING, 560.8, , 64
5, 4, Tech, TECH_SHIPBUILDING, 496.3, , 65
5, 4, Tech, TECH_ENGINEERING, 645.3, , 86
5, 4, Tech Contract 22, TECH_ASTROLOGY, 588.0
5, 4, Tech Contract 115, TECH_MINING, 4.0
5, 5, Tech, TECH_POTTERY, 268.7, RESEARCHING, 1
5, 5, Tech, TECH_ANIMAL_HUSBANDRY, 186.6, , 5
5, 5, Tech, TECH_MINING, 236.6, , 5
5, 5, Tech, TECH_SAILING, 298.4, , 10
5, 5, Tech, TECH_ASTROLOGY, 315.1, , 10
5, 5, Tech, TECH_IRRIGATION, 509.9, , 11
5, 5, Tech, TECH_ARCHERY, 404.2, , 15
5, 5, Tech, TECH_WRITING, 1049.1, GOAL, 11
5, 5, Tech, TECH_MASONRY, 444.8, , 21
5, 5, Tech, TECH_BRONZE_WORKING, 417.6, , 21
5, 5, Tech, TECH_THE_WHEEL, 359.3, , 21
5, 5, Tech, TECH_CELESTIAL_NAVIGATION, 963.7, , 44
5, 5, Tech, TECH_CURRENCY, 675.2, , 35
5, 5, Tech, TECH_HORSEBACK_RIDING, 497.4, , 39
5, 5, Tech, TECH_IRON_WORKING, 592.4, , 45
5, 5, Tech, TECH_SHIPBUILDING, 559.1, , 50
5, 5, Tech, TECH_ENGINEERING, 629.8, , 61
5, 5, Tech Contract 25, TECH_MASONRY, 101.0
5, 5, Tech Contract 26, TECH_WRITING, 507.0
5, 5, Tech Contract 27, TECH_MINING, 50.0
5, 5, Tech Contract 28, TECH_ENGINEERING, 191.0
5, 6, Tech, TECH_POTTERY, 242.7, , 5
5, 6, Tech, TECH_ANIMAL_HUSBANDRY, 176.6, , 7
5, 6, Tech, TECH_MINING, 176.6, , 7
5, 6, Tech, TECH_SAILING, 176.9, , 14
5, 6, Tech, TECH_ASTROLOGY, 1371.6, RESEARCHING, 12
5, 6, Tech, TECH_IRRIGATION, 419.6, BOOSTED, 14
5, 6, Tech, TECH_ARCHERY, 486.6, , 21
5, 6, Tech, TECH_WRITING, 473.7, , 19
5, 6, Tech, TECH_MASONRY, 307.7, , 30
5, 6, Tech, TECH_BRONZE_WORKING, 429.5, , 30
5, 6, Tech, TECH_THE_WHEEL, 415.8, , 30
5, 6, Tech, TECH_CELESTIAL_NAVIGATION, 557.9, , 60
5, 6, Tech, TECH_CURRENCY, 544.5, , 53
5, 6, Tech, TECH_HORSEBACK_RIDING, 543.9, , 55
5, 6, Tech, TECH_IRON_WORKING, 566.1, , 64
5, 6, Tech, TECH_SHIPBUILDING, 237.8, , 70
5, 6, Tech, TECH_ENGINEERING, 438.3, , 86
5, 6, Tech Contract 31, TECH_ASTROLOGY, 359.0
5, 6, Tech Contract 32, TECH_ASTROLOGY, 715.0
5, 7, Tech, TECH_POTTERY, 305.0, RESEARCHING, 3
5, 7, Tech, TECH_ANIMAL_HUSBANDRY, 220.9, , 7
5, 7, Tech, TECH_MINING, 220.9, , 7
5, 7, Tech, TECH_SAILING, 213.8, , 14
5, 7, Tech, TECH_ASTROLOGY, 926.1, , 14
5, 7, Tech, TECH_IRRIGATION, 570.8, , 17
5, 7, Tech, TECH_ARCHERY, 692.3, , 21
5, 7, Tech, TECH_WRITING, 869.5, GOAL, 17
5, 7, Tech, TECH_MASONRY, 377.8, , 30
5, 7, Tech, TECH_BRONZE_WORKING, 812.6, , 30
5, 7, Tech, TECH_THE_WHEEL, 750.5, , 30
5, 7, Tech, TECH_CELESTIAL_NAVIGATION, 611.1, , 62
5, 7, Tech, TECH_CURRENCY, 678.7, , 51
5, 7, Tech, TECH_HORSEBACK_RIDING, 1142.4, , 55
5, 7, Tech, TECH_IRON_WORKING, 685.4, , 64
5, 7, Tech, TECH_SHIPBUILDING, 281.7, , 70
5, 7, Tech, TECH_ENGINEERING, 776.0, , 86
5, 7, Tech Contract 35, TECH_WRITING, 284.0
5, 7, Tech Contract 36, TECH_ASTROLOGY, 609.0
5, 7, Tech Contract 116, TECH_IRRIGATION, 14.0
5, 8, Tech, TECH_POTTERY, 312.6, RESEARCHING, 2
5, 8, Tech, TECH_ANIMAL_HUSBANDRY, 359.3, , 4
5, 8, Tech, TECH_MINING, 239.5, , 4
5, 8, Tech, TECH_SAILING, 579.8, , 7
5, 8, Tech, TECH_ASTROLOGY, 412.0, BOOSTED, 4
5, 8, Tech, TECH_IRRIGATION, 563.9, , 9
5, 8, Tech, TECH_ARCHERY, 820.0, , 11
5, 8, Tech, TECH_WRITING, 996.6, GOAL, 9
5, 8, Tech, TECH_MASONRY, 994.1, , 15
5, 8, Tech, TECH_BRONZE_WORKING, 709.2, , 15
5, 8, Tech, TECH_THE_WHEEL, 732.9, , 15
5, 8, Tech, TECH_CELESTIAL_NAVIGATION, 1242.3, , 27
5, 8, Tech, TECH_CURRENCY, 878.0, , 25
5, 8, Tech, TECH_HORSEBACK_RIDING, 974.6, , 27
5, 8, Tech, TECH_IRON_WORKING, 1288.6, , 31
5, 8, Tech, TECH_SHIPBUILDING, 945.6, , 33
5, 8, Tech, TECH_ENGINEERING, 1547.1, , 41
5, 8, Tech Contract 127, TECH_MASONRY, 111.0
5, 8, Tech Contract 128, TECH_WRITING, 346.0
5, 8, Tech Contract 129, TECH_MASONRY, 421.0
5, 9, Tech, TECH_POTTERY, 703.0, RESEARCHING, 4
5, 9, Tech, TECH_ANIMAL_HUSBANDRY, 220.9, , 7
5, 9, Tech, TECH_MINING, 220.9, , 7
5, 9, Tech, TECH_SAILING, 213.8, , 14
5, 9, Tech, TECH_ASTROLOGY, 317.1, , 14
5, 9, Tech, TECH_IRRIGATION, 500.3, , 18
5, 9, Tech, TECH_ARCHERY, 689.0, , 21
5, 9, Tech, TECH_WRITING, 907.4, GOAL, 18
5, 9, Tech, TECH_MASONRY, 453.5, , 30
5, 9, Tech, TECH_BRONZE_WORKING, 561.4, , 30
5, 9, Tech, TECH_THE_WHEEL, 583.6, , 30
5, 9, Tech, TECH_CELESTIAL_NAVIGATION, 611.1, , 62
5, 9, Tech, TECH_CURRENCY, 657.5, , 52
5, 9, Tech, TECH_HORSEBACK_RIDING, 758.3, , 55
5, 9, Tech, TECH_IRON_WORKING, 705.1, , 64
5, 9, Tech, TECH_SHIPBUILDING, 281.7, , 70
5, 9, Tech, TECH_ENGINEERING, 609.1, , 86
5, 9, Tech Contract 118, TECH_MASONRY, 76.0
5, 9, Tech Contract 119, TECH_WRITING, 337.0
5, 9, Tech Contract 122, TECH_POTTERY, 406.0
5, 10, Tech, TECH_POTTERY, 242.7, RESEARCHING, 5
5, 10, Tech, TECH_ANIMAL_HUSBANDRY, 171.6, , 8
5, 10, Tech, TECH_MINING, 171.6, , 8
5, 10, Tech, TECH_SAILING, 207.0, BOOSTED, 10
5, 10, Tech, TECH_ASTROLOGY, 262.7, , 16
5, 10, Tech, TECH_IRRIGATION, 424.1, , 21
5, 10, Tech, TECH_ARCHERY, 473.8, , 24
5, 10, Tech, TECH_WRITING, 448.3, GOAL, 21
5, 10, Tech, TECH_MASONRY, 282.7, , 34
5, 10, Tech, TECH_BRONZE_WORKING, 363.8, , 34
5, 10, Tech, TECH_THE_WHEEL, 378.1, , 34
5, 10, Tech, TECH_CELESTIAL_NAVIGATION, 569.0, , 65
5, 10, Tech, TECH_CURRENCY, 515.8, , 60
5, 10, Tech, TECH_HORSEBACK_RIDING, 511.0, , 63
5, 10, Tech, TECH_IRON_WORKING, 485.4, , 73
5, 10, Tech, TECH_SHIPBUILDING, 259.5, , 74
5, 10, Tech, TECH_ENGINEERING, 409.6, BOOSTED, 73
5, 10, Tech Contract 38, TECH_CELESTIAL_NAVIGATION, 23.0
5, 11, Tech, TECH_POTTERY, 242.7, RESEARCHING, 5
5, 11, Tech, TECH_ANIMAL_HUSBANDRY, 171.6, , 8
5, 11, Tech, TECH_MINING, 171.6, , 8
5, 11, Tech, TECH_SAILING, 671.5, BOOSTED, 10
5, 11, Tech, TECH_ASTROLOGY, 262.7, , 16
5, 11, Tech, TECH_IRRIGATION, 424.1, , 21
5, 11, Tech, TECH_ARCHERY, 332.2, , 24
5, 11, Tech, TECH_WRITING, 448.3, GOAL, 21
5, 11, Tech, TECH_MASONRY, 282.0, , 34
5, 11, Tech, TECH_BRONZE_WORKING, 320.8, , 34
5, 11, Tech, TECH_THE_WHEEL, 275.9, , 34
5, 11, Tech, TECH_CELESTIAL_NAVIGATION, 1219.0, , 65
5, 11, Tech, TECH_CURRENCY, 515.8, , 60
5, 11, Tech, TECH_HORSEBACK_RIDING, 369.4, , 63
5, 11, Tech, TECH_IRON_WORKING, 442.4, , 73
5, 11, Tech, TECH_SHIPBUILDING, 786.1, , 74
5, 11, Tech, TECH_ENGINEERING, 307.5, BOOSTED, 73
5, 11, Tech Contract 41, TECH_CELESTIAL_NAVIGATION, 26.0
5, 12, Tech, TECH_POTTERY, 236.1, RESEARCHING, 6
5, 12, Tech, TECH_ANIMAL_HUSBANDRY, 165.8, , 10
5, 12, Tech, TECH_MINING, 165.8, , 10
5, 12, Tech, TECH_SAILING, 150.2, , 20
5, 12, Tech, TECH_ASTROLOGY, 237.9, , 20
5, 12, Tech, TECH_IRRIGATION, 402.6, , 26
5, 12, Tech, TECH_ARCHERY, 456.5, , 30
5, 12, Tech, TECH_WRITING, 613.8, GOAL, 26
5, 12, Tech, TECH_MASONRY, 259.5, , 41
5, 12, Tech, TECH_BRONZE_WORKING, 332.3, , 41
5, 12, Tech, TECH_THE_WHEEL, 350.4, , 41
5, 12, Tech, TECH_CELESTIAL_NAVIGATION, 413.0, , 86
5, 12, Tech, TECH_CURRENCY, 462.9, , 72
5, 12, Tech, TECH_HORSEBACK_RIDING, 478.9, , 76
5, 12, Tech, TECH_IRON_WORKING, 444.7, , 87
5, 12, Tech, TECH_SHIPBUILDING, 147.5, , 97
5, 12, Tech, TECH_ENGINEERING, 368.0, BOOSTED, 88
5, 12, Tech Contract 45, TECH_WRITING, 189.0
5, 13, Tech, TECH_POTTERY, 236.1, RESEARCHING, 6
5, 13, Tech, TECH_ANIMAL_HUSBANDRY, 165.8, , 10
5, 13, Tech, TECH_MINING, 165.8, , 10
5, 13, Tech, TECH_SAILING, 723.2, BOOSTED, 12
5, 13, Tech, TECH_ASTROLOGY, 237.9, , 20
5, 13, Tech, TECH_IRRIGATION, 402.6, , 26
5, 13, Tech, TECH_ARCHERY, 301.9, , 30
5, 13, Tech, TECH_WRITING, 424.8, GOAL, 26
5, 13, Tech, TECH_MASONRY, 258.9, , 41
5, 13, Tech, TECH_BRONZE_WORKING, 391.5, , 41
5, 13, Tech, TECH_THE_WHEEL, 256.1, , 41
5, 13, Tech, TECH_CELESTIAL_NAVIGATION, 1122.9, , 78
5, 13, Tech, TECH_CURRENCY, 462.9, , 72
5, 13, Tech, TECH_HORSEBACK_RIDING, 324.3, , 76
5, 13, Tech, TECH_IRON_WORKING, 404.9, , 87
5, 13, Tech, TECH_SHIPBUILDING, 755.8, , 89
5, 13, Tech, TECH_ENGINEERING, 273.8, BOOSTED, 88
5, 13, Tech Contract 49, TECH_BRONZE_WORKING, 99.0
5, 14, Tech, TECH_POTTERY, 262.1, RESEARCHING, 2
5, 14, Tech, TECH_ANIMAL_HUSBANDRY, 181.6, , 6
5, 14, Tech, TECH_MINING, 236.1, , 6
5, 14, Tech, TECH_SAILING, 224.0, BOOSTED, 7
5, 14, Tech, TECH_ASTROLOGY, 305.6, , 11
5, 14, Tech, TECH_IRRIGATION, 444.0, , 13
5, 14, Tech, TECH_ARCHERY, 653.3, , 17
5, 14, Tech, TECH_WRITING, 519.8, GOAL, 13
5, 14, Tech, TECH_MASONRY, 383.1, , 23
5, 14, Tech, TECH_BRONZE_WORKING, 524.5, , 23
5, 14, Tech, TECH_THE_WHEEL, 571.3, , 23
5, 14, Tech, TECH_CELESTIAL_NAVIGATION, 835.0, , 44
5, 14, Tech, TECH_CURRENCY, 651.8, , 39
5, 14, Tech, TECH_HORSEBACK_RIDING, 696.5, , 43
5, 14, Tech, TECH_IRON_WORKING, 691.6, , 49
5, 14, Tech, TECH_SHIPBUILDING, 345.5, , 50
5, 14, Tech, TECH_ENGINEERING, 750.0, BOOSTED, 49
5, 14, Tech Contract 51, TECH_ARCHERY, 34.0
5, 14, Tech Contract 52, TECH_CELESTIAL_NAVIGATION, 177.0
5, 14, Tech Contract 53, TECH_BRONZE_WORKING, 8.0
5, 15, Tech, TECH_POTTERY, 236.1, RESEARCHING, 6
5, 15, Tech, TECH_ANIMAL_HUSBANDRY, 165.8, , 10
5, 15, Tech, TECH_MINING, 165.8, , 10
5, 15, Tech, TECH_SAILING, 197.8, BOOSTED, 12
5, 15, Tech, TECH_ASTROLOGY, 237.9, , 20
5, 15, Tech, TECH_IRRIGATION, 369.3, , 26
5, 15, Tech, TECH_ARCHERY, 444.2, , 30
5, 15, Tech, TECH_WRITING, 424.8, GOAL, 26
5, 15, Tech, TECH_MASONRY, 259.5, , 41
5, 15, Tech, TECH_BRONZE_WORKING, 446.6, , 41
5, 15, Tech, TECH_THE_WHEEL, 363.0, , 41
5, 15, Tech, TECH_CELESTIAL_NAVIGATION, 464.3, , 78
5, 15, Tech, TECH_CURRENCY, 462.9, , 72
5, 15, Tech, TECH_HORSEBACK_RIDING, 466.6, , 76
5, 15, Tech, TECH_IRON_WORKING, 450.0, , 87
5, 15, Tech, TECH_SHIPBUILDING, 212.8, , 89
5, 15, Tech, TECH_ENGINEERING, 380.7, BOOSTED, 88
5, 15, Tech Contract 57, TECH_BRONZE_WORKING, 109.0
5, 16, Tech, TECH_POTTERY, 236.1, RESEARCHING, 6
5, 16, Tech, TECH_ANIMAL_HUSBANDRY, 165.8, , 10
5, 16, Tech, TECH_MINING, 165.8, , 10
5, 16, Tech, TECH_SAILING, 150.2, , 20
5, 16, Tech, TECH_ASTROLOGY, 297.6, BOOSTED, 12
5, 16, Tech, TECH_IRRIGATION, 369.3, , 26
5, 16, Tech, TECH_ARCHERY, 444.2, , 30
5, 16, Tech, TECH_WRITING, 698.8, GOAL, 26
5, 16, Tech, TECH_MASONRY, 259.5, , 41
5, 16, Tech, TECH_BRONZE_WORKING, 337.6, , 41
5, 16, Tech, TECH_THE_WHEEL, 363.0, , 41
5, 16, Tech, TECH_CELESTIAL_NAVIGATION, 476.4, , 78
5, 16, Tech, TECH_CURRENCY, 462.9, , 72
5, 16, Tech, TECH_HORSEBACK_RIDING, 466.6, , 76
5, 16, Tech, TECH_IRON_WORKING, 450.0, , 87
5, 16, Tech, TECH_SHIPBUILDING, 147.5, , 97
5, 16, Tech, TECH_ENGINEERING, 380.7, BOOSTED, 88
5, 16, Tech Contract 60, TECH_WRITING, 274.0
5, 17, Tech, TECH_POTTERY, 236.1, RESEARCHING, 6
5, 17, Tech, TECH_ANIMAL_HUSBANDRY, 165.8, , 10
5, 17, Tech, TECH_MINING, 171.8, , 10
5, 17, Tech, TECH_SAILING, 197.8, BOOSTED, 12
5, 17, Tech, TECH_ASTROLOGY, 237.9, , 20
5, 17, Tech, TECH_IRRIGATION, 402.6, , 26
5, 17, Tech, TECH_ARCHERY, 444.2, , 30
5, 17, Tech, TECH_WRITING, 642.8, GOAL, 26
5, 17, Tech, TECH_MASONRY, 259.5, , 41
5, 17, Tech, TECH_BRONZE_WORKING, 337.6, , 41
5, 17, Tech, TECH_THE_WHEEL, 363.0, , 41
5, 17, Tech, TECH_CELESTIAL_NAVIGATION, 464.3, , 78
5, 17, Tech, TECH_CURRENCY, 462.9, , 72
5, 17, Tech, TECH_HORSEBACK_RIDING, 466.6, , 76
5, 17, Tech, TECH_IRON_WORKING, 450.0, , 87
5, 17, Tech, TECH_SHIPBUILDING, 212.8, , 89
5, 17, Tech, TECH_ENGINEERING, 380.7, BOOSTED, 88
5, 17, Tech Contract 62, TECH_WRITING, 218.0
5, 17, Tech Contract 63, TECH_MINING, 6.0
5, 18, Tech, TECH_POTTERY, 242.7, RESEARCHING, 5
5, 18, Tech, TECH_ANIMAL_HUSBANDRY, 171.6, , 8
5, 18, Tech, TECH_MINING, 171.6, , 8
5, 18, Tech, TECH_SAILING, 208.8, BOOSTED, 10
5, 18, Tech, TECH_ASTROLOGY, 262.7, , 16
5, 18, Tech, TECH_IRRIGATION, 424.1, , 21
5, 18, Tech, TECH_ARCHERY, 474.6, , 24
5, 18, Tech, TECH_WRITING, 448.3, GOAL, 21
5, 18, Tech, TECH_MASONRY, 282.6, , 34
5, 18, Tech, TECH_BRONZE_WORKING, 366.1, , 34
5, 18, Tech, TECH_THE_WHEEL, 383.5, , 34
5, 18, Tech, TECH_CELESTIAL_NAVIGATION, 547.8, , 65
5, 18, Tech, TECH_CURRENCY, 546.8, , 60
5, 18, Tech, TECH_HORSEBACK_RIDING, 511.8, , 63
5, 18, Tech, TECH_IRON_WORKING, 487.7, , 73
5, 18, Tech, TECH_SHIPBUILDING, 261.3, , 74
5, 18, Tech, TECH_ENGINEERING, 415.1, BOOSTED, 73
5, 18, Tech Contract 66, TECH_CURRENCY, 31.0
5, 19, Tech, TECH_POTTERY, 255.7, RESEARCHING, 3
5, 19, Tech, TECH_ANIMAL_HUSBANDRY, 176.6, , 7
5, 19, Tech, TECH_MINING, 229.7, , 7
5, 19, Tech, TECH_SAILING, 186.8, , 14
5, 19, Tech, TECH_ASTROLOGY, 768.2, BOOSTED, 9
5, 19, Tech, TECH_IRRIGATION, 428.2, , 17
5, 19, Tech, TECH_ARCHERY, 588.4, , 21
5, 19, Tech, TECH_WRITING, 500.1, GOAL, 17
5, 19, Tech, TECH_MASONRY, 359.6, , 29
5, 19, Tech, TECH_BRONZE_WORKING, 481.4, , 29
5, 19, Tech, TECH_THE_WHEEL, 535.9, , 29
5, 19, Tech, TECH_CELESTIAL_NAVIGATION, 610.2, , 56
5, 19, Tech, TECH_CURRENCY, 592.5, , 50
5, 19, Tech, TECH_HORSEBACK_RIDING, 649.5, , 54
5, 19, Tech, TECH_IRON_WORKING, 625.7, , 62
5, 19, Tech, TECH_SHIPBUILDING, 231.3, , 69
5, 19, Tech, TECH_ENGINEERING, 600.7, BOOSTED, 62
5, 19, Tech Contract 69, TECH_ASTROLOGY, 439.0
5, 20, Tech, TECH_POTTERY, 236.1, RESEARCHING, 6
5, 20, Tech, TECH_ANIMAL_HUSBANDRY, 165.8, , 10
5, 20, Tech, TECH_MINING, 194.8, , 10
5, 20, Tech, TECH_SAILING, 296.7, BOOSTED, 12
5, 20, Tech, TECH_ASTROLOGY, 237.9, , 20
5, 20, Tech, TECH_IRRIGATION, 402.6, , 26
5, 20, Tech, TECH_ARCHERY, 444.2, , 30
5, 20, Tech, TECH_WRITING, 424.8, GOAL, 26
5, 20, Tech, TECH_MASONRY, 259.5, , 41
5, 20, Tech, TECH_BRONZE_WORKING, 337.6, , 41
5, 20, Tech, TECH_THE_WHEEL, 363.0, , 41
5, 20, Tech, TECH_CELESTIAL_NAVIGATION, 744.5, , 78
5, 20, Tech, TECH_CURRENCY, 462.9, , 72
5, 20, Tech, TECH_HORSEBACK_RIDING, 466.6, , 76
5, 20, Tech, TECH_IRON_WORKING, 450.0, , 87
5, 20, Tech, TECH_SHIPBUILDING, 329.4, , 89
5, 20, Tech, TECH_ENGINEERING, 380.7, BOOSTED, 88
5, 20, Tech Contract 71, TECH_CELESTIAL_NAVIGATION, 32.0
5, 20, Tech Contract 72, TECH_MINING, 29.0
5, 21, Tech, TECH_POTTERY, 236.1, RESEARCHING, 6
5, 21, Tech, TECH_ANIMAL_HUSBANDRY, 165.8, , 10
5, 21, Tech, TECH_MINING, 165.8, , 10
5, 21, Tech, TECH_SAILING, 723.2, BOOSTED, 12
5, 21, Tech, TECH_ASTROLOGY, 237.9, , 20
5, 21, Tech, TECH_IRRIGATION, 369.3, , 26
5, 21, Tech, TECH_ARCHERY, 301.9, , 30
5, 21, Tech, TECH_WRITING, 424.8, GOAL, 26
5, 21, Tech, TECH_MASONRY, 258.9, , 41
5, 21, Tech, TECH_BRONZE_WORKING, 292.5, , 41
5, 21, Tech, TECH_THE_WHEEL, 256.1, , 41
5, 21, Tech, TECH_CELESTIAL_NAVIGATION, 1167.9, , 78
5, 21, Tech, TECH_CURRENCY, 462.9, , 72
5, 21, Tech, TECH_HORSEBACK_RIDING, 324.3, , 76
5, 21, Tech, TECH_IRON_WORKING, 404.9, , 87
5, 21, Tech, TECH_SHIPBUILDING, 755.8, , 89
5, 21, Tech, TECH_ENGINEERING, 273.8, BOOSTED, 88
5, 21, Tech Contract 75, TECH_CELESTIAL_NAVIGATION, 30.0
5, 22, Tech, TECH_POTTERY, 236.1, RESEARCHING, 6
5, 22, Tech, TECH_ANIMAL_HUSBANDRY, 165.8, , 10
5, 22, Tech, TECH_MINING, 165.8, , 10
5, 22, Tech, TECH_SAILING, 196.2, BOOSTED, 12
5, 22, Tech, TECH_ASTROLOGY, 237.9, , 20
5, 22, Tech, TECH_IRRIGATION, 369.3, , 26
5, 22, Tech, TECH_ARCHERY, 446.2, , 30
5, 22, Tech, TECH_WRITING, 424.8, GOAL, 26
5, 22, Tech, TECH_MASONRY, 259.5, , 41
5, 22, Tech, TECH_BRONZE_WORKING, 340.3, , 41
5, 22, Tech, TECH_THE_WHEEL, 337.4, , 41
5, 22, Tech, TECH_CELESTIAL_NAVIGATION, 483.7, , 78
5, 22, Tech, TECH_CURRENCY, 462.9, , 72
5, 22, Tech, TECH_HORSEBACK_RIDING, 468.5, , 76
5, 22, Tech, TECH_IRON_WORKING, 444.7, , 87
5, 22, Tech, TECH_SHIPBUILDING, 211.2, , 89
5, 22, Tech, TECH_ENGINEERING, 355.1, BOOSTED, 88
5, 22, Tech Contract 78, TECH_CELESTIAL_NAVIGATION, 21.0
5, 22, Tech Contract 79, TECH_BRONZE_WORKING, 8.0
