Game Turn, Player, Belief, Score
5, 1, BELIEF_WORK_ETHIC, 0.0
5, 1, BELIEF_ZEN_MEDITATION, 0.0
5, 1, BELIEF_CHORAL_MUSIC, 0.0
5, 1, BELIEF_WARRIOR_MONKS, 130.0
5, 1, BELIEF_CATHEDRAL, 1462.0
5, 1, BELIEF_GURDWARA, 1525.0
5, 1, BELIEF_MEETING_HOUSE, 2373.0
5, 1, BELIEF_MOSQUE, 959.0
5, 1, BELIEF_PAGODA, 23.0
5, 1, BELIEF_SYNAGOGUE, 1552.0
5, 1, BELIEF_WAT, 1827.0
5, 1, BELIEF_STUPA, 70.0
5, 1, BELIEF_DAR_E_MEHR, 959.0
5, 1, BELIEF_CHURCH_PROPERTY, 0.0
5, 1, BELIEF_LAY_MINISTRY, 0.0
5, 1, BELIEF_PAPAL_PRIMACY, 0.0
5, 1, BELIEF_PILGRIMAGE, 0.0
5, 1, BELIEF_STEWARDSHIP, 0.0
5, 1, BELIEF_TITHE, 0.0
5, 1, BELIEF_WORLD_CHURCH, 0.0
5, 1, BELIEF_CROSS_CULTURAL_DIALOGUE, 0.0
5, 1, BELIEF_RELIGIOUS_UNITY, 0.0
5, 1, BELIEF_DEFENDER_OF_FAITH, 0.0
5, 1, BELIEF_HOLY_ORDER, 0.0
5, 1, BELIEF_ITINERANT_PREACHERS, 0.0
5, 1, BELIEF_JUST_WAR, 0.0
5, 1, BELIEF_MISSIONARY_ZEAL, 236.0
5, 1, BELIEF_MONASTIC_ISOLATION, 0.0
5, 1, BELIEF_SCRIPTURE, 0.0
5, 1, BELIEF_BURIAL_GROUNDS, 0.0
5, 1, BELIEF_RELIGIOUS_COLONIZATION, 0.0
5, 1, BELIEF_GODDESS_OF_FIRE, 0.0
5, 2, BELIEF_DANCE_OF_THE_AURORA, 0.0
5, 2, BELIEF_DESERT_FOLKLORE, 0.0
5, 2, BELIEF_SACRED_PATH, 0.0
5, 2, BELIEF_RIVER_GODDESS, 0.0
5, 2, BELIEF_MONUMENT_TO_THE_GODS, 0.0
5, 2, BELIEF_DIVINE_SPARK, 0.0
5, 2, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, 0.0
5, 2, BELIEF_GOD_OF_THE_SEA, 0.0
5, 2, BELIEF_GOD_OF_THE_OPEN_SKY, 0.0
5, 2, BELIEF_GODDESS_OF_THE_HUNT, 0.0
5, 2, BELIEF_STONE_CIRCLES, 0.0
5, 2, BELIEF_RELIGIOUS_IDOLS, 0.0
5, 2, BELIEF_GOD_OF_CRAFTSMEN, 0.0
5, 2, BELIEF_GODDESS_OF_FESTIVALS, 0.0
5, 2, BELIEF_GOD_OF_THE_FORGE, 123.0
5, 2, BELIEF_INITIATION_RITES, 0.0
5, 2, BELIEF_GOD_OF_HEALING, 0.0
5, 2, BELIEF_GOD_OF_WAR, 0.0
5, 2, BELIEF_FERTILITY_RITES, 58.0
5, 2, BELIEF_RELIGIOUS_SETTLEMENTS, 147.0
5, 2, BELIEF_CITY_PATRON_GODDESS, 0.0
5, 2, BELIEF_EARTH_GODDESS, 0.0
5, 2, BELIEF_DIVINE_INSPIRATION, 0.0
5, 2, BELIEF_FEED_THE_WORLD, 0.0
5, 2, BELIEF_JESUIT_EDUCATION, 0.0
5, 2, BELIEF_RELIQUARIES, 0.0
5, 2, BELIEF_RELIGIOUS_COMMUNITY, 0.0
5, 2, BELIEF_WORK_ETHIC, 0.0
5, 2, BELIEF_ZEN_MEDITATION, 0.0
5, 2, BELIEF_CHORAL_MUSIC, 0.0
5, 2, BELIEF_WARRIOR_MONKS, 196.0
5, 2, BELIEF_CATHEDRAL, 1379.0
5, 2, BELIEF_GURDWARA, 1525.0
5, 2, BELIEF_MEETING_HOUSE, 2373.0
5, 2, BELIEF_MOSQUE, 959.0
5, 2, BELIEF_PAGODA, 23.0
5, 2, BELIEF_SYNAGOGUE, 1552.0
5, 2, BELIEF_WAT, 1827.0
5, 2, BELIEF_STUPA, 78.0
5, 2, BELIEF_DAR_E_MEHR, 959.0
5, 2, BELIEF_CHURCH_PROPERTY, 0.0
5, 2, BELIEF_LAY_MINISTRY, 0.0
5, 2, BELIEF_PAPAL_PRIMACY, 0.0
5, 2, BELIEF_PILGRIMAGE, 0.0
5, 2, BELIEF_STEWARDSHIP, 0.0
5, 2, BELIEF_TITHE, 0.0
5, 2, BELIEF_WORLD_CHURCH, 0.0
5, 2, BELIEF_CROSS_CULTURAL_DIALOGUE, 0.0
5, 2, BELIEF_RELIGIOUS_UNITY, 0.0
5, 2, BELIEF_DEFENDER_OF_FAITH, 0.0
5, 2, BELIEF_HOLY_ORDER, 0.0
5, 2, BELIEF_ITINERANT_PREACHERS, 0.0
5, 2, BELIEF_JUST_WAR, 0.0
5, 2, BELIEF_MISSIONARY_ZEAL, 298.0
5, 2, BELIEF_MONASTIC_ISOLATION, 0.0
5, 2, BELIEF_SCRIPTURE, 0.0
5, 2, BELIEF_BURIAL_GROUNDS, 0.0
5, 2, BELIEF_RELIGIOUS_COLONIZATION, 0.0
5, 2, BELIEF_GODDESS_OF_FIRE, 0.0
5, 3, BELIEF_DANCE_OF_THE_AURORA, 0.0
5, 3, BELIEF_DESERT_FOLKLORE, 0.0
5, 3, BELIEF_SACRED_PATH, 494.0
5, 3, BELIEF_RIVER_GODDESS, 0.0
5, 3, BELIEF_MONUMENT_TO_THE_GODS, 0.0
5, 3, BELIEF_DIVINE_SPARK, 0.0
5, 3, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, 0.0
5, 3, BELIEF_GOD_OF_THE_SEA, 0.0
5, 3, BELIEF_GOD_OF_THE_OPEN_SKY, 0.0
5, 3, BELIEF_GODDESS_OF_THE_HUNT, 0.0
5, 3, BELIEF_STONE_CIRCLES, 0.0
5, 3, BELIEF_RELIGIOUS_IDOLS, 0.0
5, 3, BELIEF_GOD_OF_CRAFTSMEN, 0.0
5, 3, BELIEF_GODDESS_OF_FESTIVALS, 0.0
5, 3, BELIEF_GOD_OF_THE_FORGE, 77.0
5, 3, BELIEF_INITIATION_RITES, 0.0
5, 3, BELIEF_GOD_OF_HEALING, 0.0
5, 3, BELIEF_GOD_OF_WAR, 0.0
5, 3, BELIEF_FERTILITY_RITES, 54.0
5, 3, BELIEF_RELIGIOUS_SETTLEMENTS, 116.0
5, 3, BELIEF_CITY_PATRON_GODDESS, 0.0
5, 3, BELIEF_EARTH_GODDESS, 0.0
5, 3, BELIEF_DIVINE_INSPIRATION, 0.0
5, 3, BELIEF_FEED_THE_WORLD, 0.0
5, 3, BELIEF_JESUIT_EDUCATION, 0.0
5, 3, BELIEF_RELIQUARIES, 0.0
5, 3, BELIEF_RELIGIOUS_COMMUNITY, 0.0
5, 3, BELIEF_WORK_ETHIC, 0.0
5, 3, BELIEF_ZEN_MEDITATION, 0.0
5, 3, BELIEF_CHORAL_MUSIC, 0.0
5, 3, BELIEF_WARRIOR_MONKS, 129.0
5, 3, BELIEF_CATHEDRAL, 2304.0
5, 3, BELIEF_GURDWARA, 2449.0
5, 3, BELIEF_MEETING_HOUSE, 3297.0
5, 3, BELIEF_MOSQUE, 1884.0
5, 3, BELIEF_PAGODA, 35.0
5, 3, BELIEF_SYNAGOGUE, 3070.0
5, 3, BELIEF_WAT, 3146.0
5, 3, BELIEF_STUPA, 82.0
5, 3, BELIEF_DAR_E_MEHR, 1884.0
5, 3, BELIEF_CHURCH_PROPERTY, 0.0
5, 3, BELIEF_LAY_MINISTRY, 0.0
5, 3, BELIEF_PAPAL_PRIMACY, 0.0
5, 3, BELIEF_PILGRIMAGE, 0.0
5, 3, BELIEF_STEWARDSHIP, 0.0
5, 3, BELIEF_TITHE, 0.0
5, 3, BELIEF_WORLD_CHURCH, 0.0
5, 3, BELIEF_CROSS_CULTURAL_DIALOGUE, 0.0
5, 3, BELIEF_RELIGIOUS_UNITY, 0.0
5, 3, BELIEF_DEFENDER_OF_FAITH, 0.0
5, 3, BELIEF_HOLY_ORDER, 0.0
5, 3, BELIEF_ITINERANT_PREACHERS, 0.0
5, 3, BELIEF_JUST_WAR, 0.0
5, 3, BELIEF_MISSIONARY_ZEAL, 236.0
5, 3, BELIEF_MONASTIC_ISOLATION, 0.0
5, 3, BELIEF_SCRIPTURE, 0.0
5, 3, BELIEF_BURIAL_GROUNDS, 0.0
5, 3, BELIEF_RELIGIOUS_COLONIZATION, 0.0
5, 3, BELIEF_GODDESS_OF_FIRE, 0.0
5, 4, BELIEF_DANCE_OF_THE_AURORA, 0.0
5, 4, BELIEF_DESERT_FOLKLORE, 0.0
5, 4, BELIEF_SACRED_PATH, 0.0
5, 4, BELIEF_RIVER_GODDESS, 0.0
5, 4, BELIEF_MONUMENT_TO_THE_GODS, 0.0
5, 4, BELIEF_DIVINE_SPARK, 0.0
5, 4, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, 0.0
5, 4, BELIEF_GOD_OF_THE_SEA, 0.0
5, 4, BELIEF_GOD_OF_THE_OPEN_SKY, 0.0
5, 4, BELIEF_GODDESS_OF_THE_HUNT, 0.0
5, 4, BELIEF_STONE_CIRCLES, 0.0
5, 4, BELIEF_RELIGIOUS_IDOLS, 0.0
5, 4, BELIEF_GOD_OF_CRAFTSMEN, 0.0
5, 4, BELIEF_GODDESS_OF_FESTIVALS, 0.0
5, 4, BELIEF_GOD_OF_THE_FORGE, 92.0
5, 4, BELIEF_INITIATION_RITES, 0.0
5, 4, BELIEF_GOD_OF_HEALING, 0.0
5, 4, BELIEF_GOD_OF_WAR, 0.0
5, 4, BELIEF_FERTILITY_RITES, 54.0
5, 4, BELIEF_RELIGIOUS_SETTLEMENTS, 116.0
5, 4, BELIEF_CITY_PATRON_GODDESS, 0.0
5, 4, BELIEF_EARTH_GODDESS, 564.0
5, 4, BELIEF_DIVINE_INSPIRATION, 0.0
5, 4, BELIEF_FEED_THE_WORLD, 0.0
5, 4, BELIEF_JESUIT_EDUCATION, 0.0
5, 4, BELIEF_RELIQUARIES, 0.0
5, 4, BELIEF_RELIGIOUS_COMMUNITY, 0.0
5, 4, BELIEF_WORK_ETHIC, 0.0
5, 4, BELIEF_ZEN_MEDITATION, 0.0
5, 4, BELIEF_CHORAL_MUSIC, 0.0
5, 4, BELIEF_WARRIOR_MONKS, 130.0
5, 4, BELIEF_CATHEDRAL, 1379.0
5, 4, BELIEF_GURDWARA, 1525.0
5, 4, BELIEF_MEETING_HOUSE, 2373.0
5, 4, BELIEF_MOSQUE, 959.0
5, 4, BELIEF_PAGODA, 23.0
5, 4, BELIEF_SYNAGOGUE, 1552.0
5, 4, BELIEF_WAT, 1827.0
5, 4, BELIEF_STUPA, 70.0
5, 4, BELIEF_DAR_E_MEHR, 959.0
5, 4, BELIEF_CHURCH_PROPERTY, 0.0
5, 4, BELIEF_LAY_MINISTRY, 0.0
5, 4, BELIEF_PAPAL_PRIMACY, 0.0
5, 4, BELIEF_PILGRIMAGE, 0.0
5, 4, BELIEF_STEWARDSHIP, 0.0
5, 4, BELIEF_TITHE, 0.0
5, 4, BELIEF_WORLD_CHURCH, 0.0
5, 4, BELIEF_CROSS_CULTURAL_DIALOGUE, 0.0
5, 4, BELIEF_RELIGIOUS_UNITY, 0.0
5, 4, BELIEF_DEFENDER_OF_FAITH, 0.0
5, 4, BELIEF_HOLY_ORDER, 0.0
5, 4, BELIEF_ITINERANT_PREACHERS, 0.0
5, 4, BELIEF_JUST_WAR, 0.0
5, 4, BELIEF_MISSIONARY_ZEAL, 236.0
5, 4, BELIEF_MONASTIC_ISOLATION, 0.0
5, 4, BELIEF_SCRIPTURE, 0.0
5, 4, BELIEF_BURIAL_GROUNDS, 0.0
5, 4, BELIEF_RELIGIOUS_COLONIZATION, 0.0
5, 4, BELIEF_GODDESS_OF_FIRE, 0.0
5, 5, BELIEF_DANCE_OF_THE_AURORA, 0.0
5, 5, BELIEF_DESERT_FOLKLORE, 0.0
5, 5, BELIEF_SACRED_PATH, 0.0
5, 5, BELIEF_RIVER_GODDESS, 0.0
5, 5, BELIEF_MONUMENT_TO_THE_GODS, 0.0
5, 5, BELIEF_DIVINE_SPARK, 0.0
5, 5, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, 0.0
5, 5, BELIEF_GOD_OF_THE_SEA, 0.0
5, 5, BELIEF_GOD_OF_THE_OPEN_SKY, 0.0
5, 5, BELIEF_GODDESS_OF_THE_HUNT, 0.0
5, 5, BELIEF_STONE_CIRCLES, 0.0
5, 5, BELIEF_RELIGIOUS_IDOLS, 0.0
5, 5, BELIEF_GOD_OF_CRAFTSMEN, 0.0
5, 5, BELIEF_GODDESS_OF_FESTIVALS, 0.0
5, 5, BELIEF_GOD_OF_THE_FORGE, 92.0
5, 5, BELIEF_INITIATION_RITES, 0.0
5, 5, BELIEF_GOD_OF_HEALING, 0.0
5, 5, BELIEF_GOD_OF_WAR, 0.0
5, 5, BELIEF_FERTILITY_RITES, 54.0
5, 5, BELIEF_RELIGIOUS_SETTLEMENTS, 116.0
5, 5, BELIEF_CITY_PATRON_GODDESS, 0.0
5, 5, BELIEF_EARTH_GODDESS, 282.0
5, 5, BELIEF_DIVINE_INSPIRATION, 0.0
5, 5, BELIEF_FEED_THE_WORLD, 0.0
5, 5, BELIEF_JESUIT_EDUCATION, 0.0
5, 5, BELIEF_RELIQUARIES, 0.0
5, 5, BELIEF_RELIGIOUS_COMMUNITY, 0.0
5, 5, BELIEF_WORK_ETHIC, 0.0
5, 5, BELIEF_ZEN_MEDITATION, 0.0
5, 5, BELIEF_CHORAL_MUSIC, 0.0
5, 5, BELIEF_WARRIOR_MONKS, 16.0
5, 5, BELIEF_CATHEDRAL, 1379.0
5, 5, BELIEF_GURDWARA, 1525.0
5, 5, BELIEF_MEETING_HOUSE, 2373.0
5, 5, BELIEF_MOSQUE, 959.0
5, 5, BELIEF_PAGODA, 59.0
5, 5, BELIEF_SYNAGOGUE, 1552.0
5, 5, BELIEF_WAT, 1827.0
5, 5, BELIEF_STUPA, 70.0
5, 5, BELIEF_DAR_E_MEHR, 959.0
5, 5, BELIEF_CHURCH_PROPERTY, 0.0
5, 5, BELIEF_LAY_MINISTRY, 0.0
5, 5, BELIEF_PAPAL_PRIMACY, 0.0
5, 5, BELIEF_PILGRIMAGE, 0.0
5, 5, BELIEF_STEWARDSHIP, 0.0
5, 5, BELIEF_TITHE, 0.0
5, 5, BELIEF_WORLD_CHURCH, 0.0
5, 5, BELIEF_CROSS_CULTURAL_DIALOGUE, 0.0
5, 5, BELIEF_RELIGIOUS_UNITY, 0.0
5, 5, BELIEF_DEFENDER_OF_FAITH, 0.0
5, 5, BELIEF_HOLY_ORDER, 0.0
5, 5, BELIEF_ITINERANT_PREACHERS, 0.0
5, 5, BELIEF_JUST_WAR, 0.0
5, 5, BELIEF_MISSIONARY_ZEAL, 127.0
5, 5, BELIEF_MONASTIC_ISOLATION, 0.0
5, 5, BELIEF_SCRIPTURE, 0.0
5, 5, BELIEF_BURIAL_GROUNDS, 0.0
5, 5, BELIEF_RELIGIOUS_COLONIZATION, 0.0
5, 5, BELIEF_GODDESS_OF_FIRE, 94.0
5, 6, BELIEF_DANCE_OF_THE_AURORA, 0.0
5, 6, BELIEF_DESERT_FOLKLORE, 564.0
5, 6, BELIEF_SACRED_PATH, 0.0
5, 6, BELIEF_RIVER_GODDESS, 0.0
5, 6, BELIEF_MONUMENT_TO_THE_GODS, 0.0
5, 6, BELIEF_DIVINE_SPARK, 0.0
5, 6, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, 0.0
5, 6, BELIEF_GOD_OF_THE_SEA, 0.0
5, 6, BELIEF_GOD_OF_THE_OPEN_SKY, 0.0
5, 6, BELIEF_GODDESS_OF_THE_HUNT, 0.0
5, 6, BELIEF_STONE_CIRCLES, 0.0
5, 6, BELIEF_RELIGIOUS_IDOLS, 0.0
5, 6, BELIEF_GOD_OF_CRAFTSMEN, 0.0
5, 6, BELIEF_GODDESS_OF_FESTIVALS, 0.0
5, 6, BELIEF_GOD_OF_THE_FORGE, 122.0
5, 6, BELIEF_INITIATION_RITES, 0.0
5, 6, BELIEF_GOD_OF_HEALING, 0.0
5, 6, BELIEF_GOD_OF_WAR, 0.0
5, 6, BELIEF_FERTILITY_RITES, 54.0
5, 6, BELIEF_RELIGIOUS_SETTLEMENTS, 116.0
5, 6, BELIEF_CITY_PATRON_GODDESS, 0.0
5, 6, BELIEF_EARTH_GODDESS, 94.0
5, 6, BELIEF_DIVINE_INSPIRATION, 0.0
5, 6, BELIEF_FEED_THE_WORLD, 0.0
5, 6, BELIEF_JESUIT_EDUCATION, 0.0
5, 6, BELIEF_RELIQUARIES, 0.0
5, 6, BELIEF_RELIGIOUS_COMMUNITY, 0.0
5, 6, BELIEF_WORK_ETHIC, 0.0
5, 6, BELIEF_ZEN_MEDITATION, 0.0
5, 6, BELIEF_CHORAL_MUSIC, 0.0
5, 6, BELIEF_WARRIOR_MONKS, 129.0
5, 6, BELIEF_CATHEDRAL, 1379.0
5, 6, BELIEF_GURDWARA, 1525.0
5, 6, BELIEF_MEETING_HOUSE, 2373.0
5, 6, BELIEF_MOSQUE, 959.0
5, 6, BELIEF_PAGODA, 23.0
5, 6, BELIEF_SYNAGOGUE, 1552.0
5, 6, BELIEF_WAT, 1827.0
5, 6, BELIEF_STUPA, 70.0
5, 6, BELIEF_DAR_E_MEHR, 959.0
5, 6, BELIEF_CHURCH_PROPERTY, 0.0
5, 6, BELIEF_LAY_MINISTRY, 0.0
5, 6, BELIEF_PAPAL_PRIMACY, 0.0
5, 6, BELIEF_PILGRIMAGE, 0.0
5, 6, BELIEF_STEWARDSHIP, 0.0
5, 6, BELIEF_TITHE, 0.0
5, 6, BELIEF_WORLD_CHURCH, 0.0
5, 6, BELIEF_CROSS_CULTURAL_DIALOGUE, 0.0
5, 6, BELIEF_RELIGIOUS_UNITY, 0.0
5, 6, BELIEF_DEFENDER_OF_FAITH, 0.0
5, 6, BELIEF_HOLY_ORDER, 0.0
5, 6, BELIEF_ITINERANT_PREACHERS, 0.0
5, 6, BELIEF_JUST_WAR, 0.0
5, 6, BELIEF_MISSIONARY_ZEAL, 118.0
5, 6, BELIEF_MONASTIC_ISOLATION, 0.0
5, 6, BELIEF_SCRIPTURE, 0.0
5, 6, BELIEF_BURIAL_GROUNDS, 0.0
5, 6, BELIEF_RELIGIOUS_COLONIZATION, 0.0
5, 6, BELIEF_GODDESS_OF_FIRE, 0.0
5, 7, BELIEF_DANCE_OF_THE_AURORA, 0.0
5, 7, BELIEF_DESERT_FOLKLORE, 0.0
5, 7, BELIEF_SACRED_PATH, 0.0
5, 7, BELIEF_RIVER_GODDESS, 0.0
5, 7, BELIEF_MONUMENT_TO_THE_GODS, 0.0
5, 7, BELIEF_DIVINE_SPARK, 0.0
5, 7, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, 0.0
5, 7, BELIEF_GOD_OF_THE_SEA, 0.0
5, 7, BELIEF_GOD_OF_THE_OPEN_SKY, 0.0
5, 7, BELIEF_GODDESS_OF_THE_HUNT, 0.0
5, 7, BELIEF_STONE_CIRCLES, 0.0
5, 7, BELIEF_RELIGIOUS_IDOLS, 0.0
5, 7, BELIEF_GOD_OF_CRAFTSMEN, 0.0
5, 7, BELIEF_GODDESS_OF_FESTIVALS, 0.0
5, 7, BELIEF_GOD_OF_THE_FORGE, 77.0
5, 7, BELIEF_INITIATION_RITES, 45.0
5, 7, BELIEF_GOD_OF_HEALING, 0.0
5, 7, BELIEF_GOD_OF_WAR, 0.0
5, 7, BELIEF_FERTILITY_RITES, 54.0
5, 7, BELIEF_RELIGIOUS_SETTLEMENTS, 128.0
5, 7, BELIEF_CITY_PATRON_GODDESS, 0.0
5, 7, BELIEF_EARTH_GODDESS, 94.0
5, 7, BELIEF_DIVINE_INSPIRATION, 0.0
5, 7, BELIEF_FEED_THE_WORLD, 0.0
5, 7, BELIEF_JESUIT_EDUCATION, 0.0
5, 7, BELIEF_RELIQUARIES, 0.0
5, 7, BELIEF_RELIGIOUS_COMMUNITY, 0.0
5, 7, BELIEF_WORK_ETHIC, 0.0
5, 7, BELIEF_ZEN_MEDITATION, 0.0
5, 7, BELIEF_CHORAL_MUSIC, 0.0
5, 7, BELIEF_WARRIOR_MONKS, 159.0
5, 7, BELIEF_CATHEDRAL, 733.0
5, 7, BELIEF_GURDWARA, 879.0
5, 7, BELIEF_MEETING_HOUSE, 1727.0
5, 7, BELIEF_MOSQUE, 314.0
5, 7, BELIEF_PAGODA, 5.0
5, 7, BELIEF_SYNAGOGUE, 511.0
5, 7, BELIEF_WAT, 1576.0
5, 7, BELIEF_STUPA, 52.0
5, 7, BELIEF_DAR_E_MEHR, 314.0
5, 7, BELIEF_CHURCH_PROPERTY, 0.0
5, 7, BELIEF_LAY_MINISTRY, 0.0
5, 7, BELIEF_PAPAL_PRIMACY, 0.0
5, 7, BELIEF_PILGRIMAGE, 0.0
5, 7, BELIEF_STEWARDSHIP, 0.0
5, 7, BELIEF_TITHE, 0.0
5, 7, BELIEF_WORLD_CHURCH, 0.0
5, 7, BELIEF_CROSS_CULTURAL_DIALOGUE, 0.0
5, 7, BELIEF_RELIGIOUS_UNITY, 0.0
5, 7, BELIEF_DEFENDER_OF_FAITH, 0.0
5, 7, BELIEF_HOLY_ORDER, 0.0
5, 7, BELIEF_ITINERANT_PREACHERS, 0.0
5, 7, BELIEF_JUST_WAR, 0.0
5, 7, BELIEF_MISSIONARY_ZEAL, 118.0
5, 7, BELIEF_MONASTIC_ISOLATION, 0.0
5, 7, BELIEF_SCRIPTURE, 0.0
5, 7, BELIEF_BURIAL_GROUNDS, 0.0
5, 7, BELIEF_RELIGIOUS_COLONIZATION, 0.0
5, 7, BELIEF_GODDESS_OF_FIRE, 0.0
5, 8, BELIEF_DANCE_OF_THE_AURORA, 0.0
5, 8, BELIEF_DESERT_FOLKLORE, 0.0
5, 8, BELIEF_SACRED_PATH, 0.0
5, 8, BELIEF_RIVER_GODDESS, 0.0
5, 8, BELIEF_MONUMENT_TO_THE_GODS, 0.0
5, 8, BELIEF_DIVINE_SPARK, 0.0
5, 8, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, 0.0
5, 8, BELIEF_GOD_OF_THE_SEA, 0.0
5, 8, BELIEF_GOD_OF_THE_OPEN_SKY, 0.0
5, 8, BELIEF_GODDESS_OF_THE_HUNT, 0.0
5, 8, BELIEF_STONE_CIRCLES, 0.0
5, 8, BELIEF_RELIGIOUS_IDOLS, 0.0
5, 8, BELIEF_GOD_OF_CRAFTSMEN, 0.0
5, 8, BELIEF_GODDESS_OF_FESTIVALS, 0.0
5, 8, BELIEF_GOD_OF_THE_FORGE, 77.0
5, 8, BELIEF_INITIATION_RITES, 0.0
5, 8, BELIEF_GOD_OF_HEALING, 0.0
