Game Turn, Player, KnowledgeType, Location, Other
5, 3, ARMY,, 
5, 3, ARMY,, 
5, 3, ARMY,, 
5, 3, ARMY,, 
5, 3, ARMY,, 
5, 3, ARMY,, 
5, 4, START LOG, , YIELD_FOOD 0.00 +/- 0.00,YIELD_PRODUCTION 0.00 +/- 0.00,YIELD_GOLD 0.00 +/- 0.00,YIELD_SCIENCE 0.00 +/- 0.00,YIELD_CULTURE 0.00 +/- 0.00,YIELD_FAITH 0.00 +/- 0.00,
5, 4, TRADE, TO -1, VAL 0.00
5, 4, CITY, 66:10, 0, 1, 100, 23.00, 1, 1, 13, 29, 0, Is original capital, Is capital
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, UNIT_SETTLER 2 4,UNIT_BUILDER 1 0,UNIT_WARRIOR 5 0,
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, 
5, 4, ARMY,, UNIT_SCOUT 1 0,
5, 5, START LOG, , YIELD_FOOD 0.00 +/- 0.00,YIELD_PRODUCTION 0.00 +/- 0.00,YIELD_GOLD 0.00 +/- 0.00,YIELD_SCIENCE 0.00 +/- 0.00,YIELD_CULTURE 0.00 +/- 0.00,YIELD_FAITH 0.00 +/- 0.00,
5, 5, TRADE, TO -1, VAL 0.00
5, 5, CITY, 24:24, 0, 1, 100, 23.00, 1, 1, 13, 32, 0, Is original capital, Is capital
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, UNIT_SETTLER 2 4,UNIT_BUILDER 1 0,UNIT_SCOUT 1 0,UNIT_WARRIOR 5 0,
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 5, ARMY,, 
5, 6, START LOG, , YIELD_FOOD 5.00 +/- 1.41,YIELD_PRODUCTION 7.00 +/- 7.07,YIELD_GOLD 7.50 +/- 3.54,YIELD_SCIENCE 2.50 +/- 0.71,YIELD_CULTURE 1.00 +/- 0.00,YIELD_FAITH 0.00 +/- 0.00,
5, 6, TRADE, TO -1, VAL 0.00
5, 6, CITY, 19:44, 0, 1, 100, 23.00, 1, 1, 3, 34, 1, Is original capital, Is capital
5, 6, CITY, 13:49, 0, 1, 100, 45.00, 1, 2, 22, 16, 0, Is original capital, Is capital
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, UNIT_SETTLER 2 4,UNIT_BUILDER 1 0,UNIT_WARRIOR 5 0,
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, UNIT_WARRIOR 2 1,
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, 
5, 6, ARMY,, UNIT_SCOUT 1 0,
5, 7, START LOG, , YIELD_FOOD 4.00 +/- 0.00,YIELD_PRODUCTION 6.00 +/- 5.66,YIELD_GOLD 7.50 +/- 3.54,YIELD_SCIENCE 2.50 +/- 0.71,YIELD_CULTURE 1.00 +/- 0.00,YIELD_FAITH 0.00 +/- 0.00,
5, 7, TRADE, TO -1, VAL 0.00
5, 7, CITY, 39:46, 0, 1, 100, 23.00, 1, 1, 3, 31, 0, Is original capital, Is capital
5, 7, CITY, 41:36, 0, 1, 100, 45.00, 1, 2, 22, 14, 0, Is original capital, Is capital
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, UNIT_SETTLER 2 4,UNIT_BUILDER 1 0,UNIT_WARRIOR 5 0,
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, UNIT_WARRIOR 4 1,
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, 
5, 7, ARMY,, UNIT_SCOUT 1 2,UNIT_SPEARMAN 2 1,
5, 7, CAMP, 43:51, 30
5, 8, START LOG, , YIELD_FOOD 4.00 +/- 1.73,YIELD_PRODUCTION 6.33 +/- 6.66,YIELD_GOLD 6.66 +/- 2.88,YIELD_SCIENCE 3.66 +/- 2.88,YIELD_CULTURE 2.00 +/- 1.73,YIELD_FAITH 0.33 +/- 0.57,
5, 8, TRADE, TO -1, VAL 0.00
5, 8, CITY, 29:12, 0, 1, 100, 45.00, 1, 2, 22, 14, 0, Is original capital, Is capital
5, 8, CITY, 34:15, 0, 1, 100, 24.00, 1, 1, 3, 36, 0, Is original capital, Is capital
5, 8, CITY, 43:13, 0, 1, 100, 45.00, 1, 2, 27, 16, 0, Is original capital, Is capital
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, UNIT_SETTLER 2 2,UNIT_BUILDER 1 0,UNIT_WARRIOR 5 0,
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, UNIT_WARRIOR 3 1,
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, UNIT_WARRIOR 1 1,
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 8, ARMY,, 
5, 9, START LOG, , YIELD_FOOD 4.00 +/- 1.41,YIELD_PRODUCTION 6.50 +/- 4.95,YIELD_GOLD 8.00 +/- 2.83,YIELD_SCIENCE 2.50 +/- 0.71,YIELD_CULTURE 1.00 +/- 0.00,YIELD_FAITH 0.00 +/- 0.00,
5, 9, TRADE, TO -1, VAL 1.50
5, 9, CITY, 84:34, 0, 1, 100, 23.00, 1, 1, 3, 36, 0, Is original capital, Is capital
5, 9, CITY, 79:43, 0, 1, 100, 45.00, 1, 2, 22, 15, 0, Is original capital, Is capital
5, 9, CITY, 75:39, 0, 1, 100, 43.00, 1, 2, 22, 14, 0, Is original capital, Is capital
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, UNIT_SETTLER 2 3,UNIT_BUILDER 1 0,UNIT_WARRIOR 5 0,
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, UNIT_WARRIOR 1 0,
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, UNIT_WARRIOR 1 0,
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 9, ARMY,, 
5, 10, START LOG, , YIELD_FOOD 0.00 +/- 0.00,YIELD_PRODUCTION 0.00 +/- 0.00,YIELD_GOLD 0.00 +/- 0.00,YIELD_SCIENCE 0.00 +/- 0.00,YIELD_CULTURE 0.00 +/- 0.00,YIELD_FAITH 0.00 +/- 0.00,
5, 10, TRADE, TO -1, VAL 2.25
5, 10, CITY, 13:49, 0, 2, 100, 45.00, 1, 2, 22, 19, 0, Is original capital, Is capital
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, UNIT_WARRIOR 1 0,
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, UNIT_SETTLER 1 4,UNIT_WARRIOR 5 0,
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 10, ARMY,, 
5, 11, START LOG, , YIELD_FOOD 0.00 +/- 0.00,YIELD_PRODUCTION 0.00 +/- 0.00,YIELD_GOLD 0.00 +/- 0.00,YIELD_SCIENCE 0.00 +/- 0.00,YIELD_CULTURE 0.00 +/- 0.00,YIELD_FAITH 0.00 +/- 0.00,
5, 11, TRADE, TO -1, VAL 0.00
5, 11, CITY, 83:16, 0, 2, 100, 43.00, 1, 2, 21, 20, 0, Is original capital, Is capital
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, UNIT_SETTLER 1 4,UNIT_WARRIOR 5 0,
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 11, ARMY,, 
5, 12, START LOG, , YIELD_FOOD 0.00 +/- 0.00,YIELD_PRODUCTION 0.00 +/- 0.00,YIELD_GOLD 0.00 +/- 0.00,YIELD_SCIENCE 0.00 +/- 0.00,YIELD_CULTURE 0.00 +/- 0.00,YIELD_FAITH 0.00 +/- 0.00,
5, 12, TRADE, TO -1, VAL 2.25
5, 12, CITY, 57:26, 0, 1, 100, 35.08, 1, 2, 27, 17, 0, Is original capital, Is capital
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, UNIT_WARRIOR 1 0,
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, UNIT_SETTLER 1 4,UNIT_WARRIOR 5 0,
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 12, ARMY,, 
5, 13, START LOG, , YIELD_FOOD 0.00 +/- 0.00,YIELD_PRODUCTION 0.00 +/- 0.00,YIELD_GOLD 0.00 +/- 0.00,YIELD_SCIENCE 0.00 +/- 0.00,YIELD_CULTURE 0.00 +/- 0.00,YIELD_FAITH 0.00 +/- 0.00,
5, 13, TRADE, TO -1, VAL 0.00
5, 13, CITY, 30:45, 0, 1, 100, 43.00, 1, 2, 26, 18, 0, Is original capital, Is capital
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, UNIT_SETTLER 1 4,UNIT_WARRIOR 5 0,
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 13, ARMY,, 
5, 14, START LOG, , YIELD_FOOD 0.00 +/- 0.00,YIELD_PRODUCTION 0.00 +/- 0.00,YIELD_GOLD 0.00 +/- 0.00,YIELD_SCIENCE 0.00 +/- 0.00,YIELD_CULTURE 0.00 +/- 0.00,YIELD_FAITH 0.00 +/- 0.00,
5, 14, TRADE, TO -1, VAL 0.00
5, 14, CITY, 78:26, 0, 1, 100, 43.00, 1, 2, 26, 16, 0, Is original capital, Is capital
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, UNIT_SETTLER 1 4,UNIT_WARRIOR 5 0,
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 14, ARMY,, 
5, 15, START LOG, , YIELD_FOOD 0.00 +/- 0.00,YIELD_PRODUCTION 0.00 +/- 0.00,YIELD_GOLD 0.00 +/- 0.00,YIELD_SCIENCE 0.00 +/- 0.00,YIELD_CULTURE 0.00 +/- 0.00,YIELD_FAITH 0.00 +/- 0.00,
5, 15, TRADE, TO -1, VAL 2.25
5, 15, CITY, 65:17, 0, 1, 100, 35.16, 1, 2, 27, 14, 0, Is original capital, Is capital
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, UNIT_WARRIOR 2 2,
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, UNIT_SETTLER 1 4,UNIT_WARRIOR 5 0,
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 15, ARMY,, 
5, 16, START LOG, , YIELD_FOOD 3.50 +/- 0.71,YIELD_PRODUCTION 6.50 +/- 4.95,YIELD_GOLD 7.50 +/- 3.54,YIELD_SCIENCE 4.50 +/- 3.54,YIELD_CULTURE 2.50 +/- 2.12,YIELD_FAITH 0.50 +/- 0.71,
5, 16, TRADE, TO -1, VAL 0.00
5, 16, CITY, 29:12, 0, 1, 100, 45.00, 1, 2, 22, 14, 0, Is original capital, Is capital
5, 16, CITY, 34:15, 0, 1, 100, 24.00, 1, 1, 3, 40, 1, Is original capital, Is capital
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, UNIT_BUILDER 1 0,UNIT_WARRIOR 2 0,
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, UNIT_SETTLER 1 4,UNIT_WARRIOR 5 0,
5, 16, ARMY,, 
5, 16, ARMY,, UNIT_WARRIOR 2 0,
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 16, ARMY,, 
5, 17, START LOG, , YIELD_FOOD 0.00 +/- 0.00,YIELD_PRODUCTION 0.00 +/- 0.00,YIELD_GOLD 0.00 +/- 0.00,YIELD_SCIENCE 0.00 +/- 0.00,YIELD_CULTURE 0.00 +/- 0.00,YIELD_FAITH 0.00 +/- 0.00,
5, 17, TRADE, TO -1, VAL 0.00
5, 17, CITY, 95:23, 0, 1, 100, 43.00, 1, 2, 21, 16, 0, Is original capital, Is capital
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, UNIT_SETTLER 1 4,UNIT_WARRIOR 5 0,
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 17, ARMY,, 
5, 18, START LOG, , YIELD_FOOD 0.00 +/- 0.00,YIELD_PRODUCTION 0.00 +/- 0.00,YIELD_GOLD 0.00 +/- 0.00,YIELD_SCIENCE 0.00 +/- 0.00,YIELD_CULTURE 0.00 +/- 0.00,YIELD_FAITH 0.00 +/- 0.00,
5, 18, TRADE, TO -1, VAL 1.50
5, 18, CITY, 27:18, 0, 2, 100, 43.00, 1, 2, 21, 22, 0, Is original capital, Is capital
5, 18, ARMY,, 
5, 18, ARMY,, 
5, 18, ARMY,, 
5, 18, ARMY,, 
