Game Turn, Player, Category, Target Type, Target Info, Unit Info, Extra
6, 22, Attack Units, TARGET_LOW_PRIORITY_UNIT, UNIT_SCOUT (655369), UNIT_WARRIOR (131073), Expected Damage: 0, Move 37 40 Attack -9999 -9999
6, 22, Attack Units, TARGET_LOW_PRIORITY_UNIT, UNIT_SCOUT (655369), UNIT_WARRIOR (327684), Expected Damage: 0, Move 37 38 Attack -9999 -9999
6, 22, Wander, , , UNIT_WARRIOR (196610), Move To: 39 38
6, 22, Wander, , , UNIT_WARRIOR (393221), Move To: 40 39
6, 23, Wander, , , UNIT_WARRIOR (131073), Move To: 81 42
6, 23, Wander, , , UNIT_WARRIOR (196610), Move To: 82 39
6, 23, Wander, , , UNIT_WARRIOR (262147), Move To: 80 45
6, 23, Wander, , , UNIT_WARRIOR (327684), Move To: 80 41
6, 23, Wander, , , UNIT_WARRIOR (393221), Move To: 81 44
6, 24, Wander, , , UNIT_WARRIOR (131073), Move To: 41 15
6, 24, Wander, , , UNIT_WARRIOR (196610), Move To: 43 14
6, 24, Wander, , , UNIT_WARRIOR (262147), Move To: 42 13
6, 24, Wander, , , UNIT_WARRIOR (327684), Move To: 43 12
6, 24, Wander, , , UNIT_WARRIOR (393221), Move To: 45 14
6, 25, Wander, , , UNIT_WARRIOR (131073), Move To: 32 9
6, 25, Wander, , , UNIT_WARRIOR (196610), Move To: 33 10
6, 25, Wander, , , UNIT_WARRIOR (262147), Move To: 38 9
6, 25, Wander, , , UNIT_WARRIOR (327684), Move To: 38 8
6, 25, Wander, , , UNIT_WARRIOR (393221), Move To: 35 10
6, 26, Wander, , , UNIT_WARRIOR (131073), Move To: 74 37
6, 26, Wander, , , UNIT_WARRIOR (196610), Move To: 77 39
6, 26, Wander, , , UNIT_WARRIOR (262147), Move To: 75 37
6, 26, Wander, , , UNIT_WARRIOR (327684), Move To: 76 39
6, 26, Wander, , , UNIT_WARRIOR (393221), Move To: 80 38
6, 27, Wander, , , UNIT_WARRIOR (131073), Move To: 15 28
6, 27, Wander, , , UNIT_WARRIOR (196610), Move To: 15 27
6, 27, Wander, , , UNIT_WARRIOR (262147), Move To: 12 26
6, 27, Wander, , , UNIT_WARRIOR (327684), Move To: 14 27
6, 27, Wander Back to City, , , UNIT_WARRIOR (393221), Move To: 13 31
6, 28, Wander, , , UNIT_WARRIOR (131073), Move To: 48 40
6, 28, Wander, , , UNIT_WARRIOR (196610), Move To: 47 39
6, 28, Wander, , , UNIT_WARRIOR (262147), Move To: 50 38
6, 28, Wander, , , UNIT_WARRIOR (327684), Move To: 49 38
6, 28, Wander, , , UNIT_WARRIOR (393221), Move To: 46 41
6, 29, Wander, , , UNIT_WARRIOR (131073), Move To: 84 21
6, 29, Wander, , , UNIT_WARRIOR (196610), Move To: 88 22
6, 29, Wander, , , UNIT_WARRIOR (262147), Move To: 85 24
6, 29, Wander, , , UNIT_WARRIOR (327684), Move To: 89 24
6, 29, Wander, , , UNIT_WARRIOR (393221), Move To: 87 24
6, 30, Attack Units, TARGET_HIGH_PRIORITY_UNIT, UNIT_SCOUT (131073), UNIT_WARRIOR (196610), Expected Damage: 0, Move 76 30 Attack 76 29
6, 30, Wander, , , UNIT_WARRIOR (131073), Move To: 73 34
6, 30, Wander, , , UNIT_WARRIOR (262147), Move To: 75 36
6, 30, Wander, , , UNIT_WARRIOR (327684), Move To: 76 37
6, 30, Wander, , , UNIT_WARRIOR (393221), Move To: 76 33
6, 31, Wander, , , UNIT_WARRIOR (131073), Move To: 82 46
6, 31, Wander, , , UNIT_WARRIOR (196610), Move To: 80 44
6, 31, Wander, , , UNIT_WARRIOR (262147), Move To: 83 46
6, 31, Wander, , , UNIT_WARRIOR (327684), Move To: 81 50
6, 31, Wander, , , UNIT_WARRIOR (393221), Move To: 83 50
6, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (851980), AT: 67 3
6, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1048591), AT: 93 7
6, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1114128), AT: 42 10
6, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (720906), AT: 21 17
6, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (196610), AT: 66 26
6, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (65536), AT: 73 29
6, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1179656), AT: 91 34
6, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (327684), AT: 19 37
6, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (458758), AT: 43 51
6, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (983054), AT: 84 55
6, 63, HL: Move To Safety, , , UNIT_SCOUT (131073), Move To: 77 30
6, 63, HL: Explore, , , UNIT_SCOUT (262147), Move To: 67 25
6, 63, HL: Explore cur region, , , UNIT_SCOUT (393221), Move To: 20 45
6, 63, HL: Explore cur region, , , UNIT_SCOUT (524295), Move To: 39 48
6, 63, HL: Explore, , , UNIT_SCOUT (786443), Move To: 22 14
6, 63, HL: Explore, , , UNIT_SCOUT (1245201), Move To: 92 35
6, 63, HL: Explore, , , UNIT_SCOUT (1245201), Move To: 92 36
6, 63, HL: End Turn, , , UNIT_SCOUT (262147)
6, 63, HL: End Turn, , , UNIT_SCOUT (393221)
6, 63, HL: End Turn, , , UNIT_SCOUT (524295)
6, 63, HL: End Turn, , , UNIT_SCOUT (786443)
6, 63, HL: End Turn, , , UNIT_SCOUT (917517)
6, 63, HL: End Turn, , , UNIT_SCOUT (1245201)
7, 1, Wander, , , UNIT_WARRIOR (131073), Move To: 69 32
7, 1, Wander, , , UNIT_SLINGER (589824), Move To: 68 32
7, 1, HL: Explore, , , UNIT_WARRIOR (262147), Move To: 68 27
